order_id,order_date,product_id,warehouse_id,quantity_ordered,quantity_fulfilled,unit_price
ORD000302,2025-01-16,PROD002,WH001,7,7,407396.58
ORD000303,2025-01-16,PROD003,WH002,16,16,128345.67
ORD000304,2025-01-16,PROD004,WH002,23,23,58616.38
ORD000305,2025-01-16,PROD005,WH003,17,17,40603.51
ORD000306,2025-01-16,PROD006,WH003,16,16,166781.56
ORD000307,2025-01-16,PROD007,WH003,24,24,48739.72
ORD000308,2025-01-16,PROD008,WH003,27,27,24506.41
ORD000309,2025-01-16,PROD009,WH004,46,46,17063.65
ORD000310,2025-01-16,PROD010,WH001,59,59,12251.55
ORD000311,2025-01-16,PROD011,WH001,25,25,4855.86
ORD000312,2025-01-16,PROD012,WH001,33,33,29322.2
ORD000313,2025-01-16,PROD013,WH004,130,130,2461.85
ORD000314,2025-01-16,PROD014,WH004,96,96,3456.89
ORD000315,2025-01-16,PROD015,WH004,26,26,20600.21
ORD000316,2025-01-16,PROD016,WH004,21,21,34253.63
ORD000317,2025-01-16,PROD017,WH003,65,65,13333.16
ORD000318,2025-01-16,PROD018,WH003,29,29,37220.47
ORD000319,2025-01-16,PROD019,WH001,16,16,194626.42
ORD000320,2025-01-16,PROD020,WH001,12,12,101170.21
ORD000321,2025-01-17,PROD001,WH001,9,9,236343.25
ORD000322,2025-01-17,PROD002,WH001,12,12,406579.46
ORD000323,2025-01-17,PROD003,WH002,11,11,126805.89
ORD000324,2025-01-17,PROD004,WH002,18,18,59012.37
ORD000325,2025-01-17,PROD005,WH003,26,26,39223.45
ORD000326,2025-01-17,PROD006,WH003,12,12,169322.1
ORD000327,2025-01-17,PROD007,WH003,23,23,48821.58
ORD000328,2025-01-17,PROD008,WH003,27,27,25535.22
ORD000329,2025-01-17,PROD009,WH004,31,31,16636.74
ORD000330,2025-01-17,PROD010,WH001,43,43,11743.22
ORD000331,2025-01-17,PROD011,WH001,71,71,4941.61
ORD000332,2025-01-17,PROD012,WH001,15,15,29216.36
ORD000333,2025-01-17,PROD013,WH004,104,104,2438.66
ORD000334,2025-01-17,PROD014,WH004,79,79,3425.07
ORD000335,2025-01-17,PROD015,WH004,29,29,21267.66
ORD000336,2025-01-17,PROD016,WH004,25,25,33041.67
ORD000337,2025-01-17,PROD017,WH003,45,45,13162.43
ORD000338,2025-01-17,PROD018,WH003,254,145,39012.74
ORD000339,2025-01-17,PROD019,WH001,8,8,185253.69
ORD000340,2025-01-17,PROD020,WH001,10,10,100224.77
ORD000341,2025-01-18,PROD001,WH001,9,9,242053.05
ORD000342,2025-01-18,PROD002,WH001,6,6,421281.4
ORD000343,2025-01-18,PROD003,WH002,15,15,127998.52
ORD000344,2025-01-18,PROD004,WH002,28,28,57793.58
ORD000345,2025-01-18,PROD005,WH003,17,17,41061.19
ORD000346,2025-01-18,PROD006,WH003,8,8,164329.43
ORD000347,2025-01-18,PROD007,WH003,33,33,48489.37
ORD000348,2025-01-18,PROD008,WH003,29,29,24639.41
ORD000349,2025-01-18,PROD009,WH004,27,27,17139.38
ORD000350,2025-01-18,PROD010,WH001,54,54,12027.5
ORD000351,2025-01-18,PROD011,WH001,97,97,5032.05
ORD000352,2025-01-18,PROD012,WH001,19,19,30328.77
ORD000353,2025-01-18,PROD013,WH004,98,98,2451.02
ORD000354,2025-01-18,PROD014,WH004,73,73,3458.27
ORD000355,2025-01-18,PROD015,WH004,25,25,21297.66
ORD000356,2025-01-18,PROD016,WH004,22,22,33314.2
ORD000357,2025-01-18,PROD017,WH003,34,34,13373.83
ORD000358,2025-01-18,PROD018,WH003,51,51,38379.57
ORD000359,2025-01-18,PROD019,WH001,370,279,194989.22
ORD000360,2025-01-18,PROD020,WH001,10,10,97451.8
ORD000361,2025-01-19,PROD001,WH001,10,10,240238.48
ORD000362,2025-01-19,PROD002,WH001,6,6,399714.87
ORD000363,2025-01-19,PROD003,WH002,16,16,124093.49
ORD000364,2025-01-19,PROD004,WH002,21,21,56870.35
ORD000365,2025-01-19,PROD005,WH003,18,18,40358.65
ORD000366,2025-01-19,PROD006,WH003,7,7,167552.54
ORD000367,2025-01-19,PROD007,WH003,20,20,47272.35
ORD000368,2025-01-19,PROD008,WH003,42,42,25319.33
ORD000369,2025-01-19,PROD009,WH004,240,131,16945.76
ORD000370,2025-01-19,PROD010,WH001,31,31,11844.18
ORD000371,2025-01-19,PROD011,WH001,98,98,5007.02
ORD000372,2025-01-19,PROD012,WH001,34,34,29783.37
ORD000373,2025-01-19,PROD013,WH004,66,66,2459.5
ORD000374,2025-01-19,PROD014,WH004,103,103,3553.94
ORD000375,2025-01-19,PROD015,WH004,44,44,21374.88
ORD000376,2025-01-19,PROD016,WH004,18,18,34612.64
ORD000377,2025-01-19,PROD017,WH003,42,42,13404.54
ORD000378,2025-01-19,PROD018,WH003,39,39,37246.52
ORD000379,2025-01-19,PROD019,WH001,7,7,193880.69
ORD000380,2025-01-19,PROD020,WH001,10,10,98975.58
ORD000381,2025-01-20,PROD001,WH001,10,10,243572.16
ORD000382,2025-01-20,PROD002,WH001,6,6,417809.28
ORD000383,2025-01-20,PROD003,WH002,27,27,127011.14
ORD000384,2025-01-20,PROD004,WH002,22,22,57616.52
ORD000385,2025-01-20,PROD005,WH003,26,26,41051.24
ORD000386,2025-01-20,PROD006,WH003,12,12,166585.61
ORD000387,2025-01-20,PROD007,WH003,18,18,48218.15
ORD000388,2025-01-20,PROD008,WH003,33,33,25296.86
ORD000389,2025-01-20,PROD009,WH004,53,53,16535.62
ORD000390,2025-01-20,PROD010,WH001,58,58,11921.17
ORD000391,2025-01-20,PROD011,WH001,81,81,5114.37
ORD000392,2025-01-20,PROD012,WH001,34,34,29389.94
ORD000393,2025-01-20,PROD013,WH004,114,114,2487.16
ORD000394,2025-01-20,PROD014,WH004,87,87,3480.1
ORD000395,2025-01-20,PROD015,WH004,20,20,20818.61
ORD000396,2025-01-20,PROD016,WH004,25,25,34127.2
ORD000397,2025-01-20,PROD017,WH003,35,35,13901.92
ORD000398,2025-01-20,PROD018,WH003,22,22,37443.34
ORD000399,2025-01-20,PROD019,WH001,8,8,192336.51
ORD000400,2025-01-20,PROD020,WH001,15,15,101547.97
ORD000401,2025-01-21,PROD001,WH001,19,19,241216.78
ORD000402,2025-01-21,PROD002,WH001,6,6,400097.9
ORD000403,2025-01-21,PROD003,WH002,17,17,125542.8
ORD000404,2025-01-21,PROD004,WH002,25,25,59578.06
ORD000405,2025-01-21,PROD005,WH003,32,32,39620.94
ORD000406,2025-01-21,PROD006,WH003,9,9,166382.91
ORD000407,2025-01-21,PROD007,WH003,11,11,49323.07
ORD000408,2025-01-21,PROD008,WH003,40,40,25446.99
ORD000409,2025-01-21,PROD009,WH004,33,33,17192.07
ORD000410,2025-01-21,PROD010,WH001,35,35,12339.23
ORD000411,2025-01-21,PROD011,WH001,46,46,4901.17
ORD000412,2025-01-21,PROD012,WH001,46,46,30490.95
ORD000413,2025-01-21,PROD013,WH004,59,59,2486.03
ORD000414,2025-01-21,PROD014,WH004,110,110,3470.69
ORD000415,2025-01-21,PROD015,WH004,25,25,21026.05
ORD000416,2025-01-21,PROD016,WH004,10,10,33048.85
ORD000417,2025-01-21,PROD017,WH003,27,27,13348.15
ORD000418,2025-01-21,PROD018,WH003,21,21,37238.97
ORD000419,2025-01-21,PROD019,WH001,10,10,185881.08
ORD000420,2025-01-21,PROD020,WH001,16,16,99024.04
ORD000421,2025-01-22,PROD001,WH001,7,7,244352.61
ORD000422,2025-01-22,PROD002,WH001,5,5,402647.33
ORD000423,2025-01-22,PROD003,WH002,15,15,125235.62
ORD000424,2025-01-22,PROD004,WH002,15,15,58865.32
ORD000425,2025-01-22,PROD005,WH003,25,25,39378.33
ORD000426,2025-01-22,PROD006,WH003,11,11,169199.61
ORD000427,2025-01-22,PROD007,WH003,18,18,49055.51
ORD000428,2025-01-22,PROD008,WH003,30,30,24626.77
ORD000429,2025-01-22,PROD009,WH004,34,34,17499.43
ORD000430,2025-01-22,PROD010,WH001,44,44,12121.8
ORD000431,2025-01-22,PROD011,WH001,73,73,4935.83
ORD000432,2025-01-22,PROD012,WH001,23,23,30325.87
ORD000433,2025-01-22,PROD013,WH004,120,120,2524.94
ORD000434,2025-01-22,PROD014,WH004,116,116,3522.3
ORD000435,2025-01-22,PROD015,WH004,28,28,21266.74
ORD000436,2025-01-22,PROD016,WH004,17,17,33527.36
ORD000437,2025-01-22,PROD017,WH003,49,49,13887.98
ORD000438,2025-01-22,PROD018,WH003,33,33,38816.0
ORD000439,2025-01-22,PROD019,WH001,9,9,192801.45
ORD000440,2025-01-22,PROD020,WH001,7,7,97157.83
ORD000441,2025-01-23,PROD001,WH001,9,9,241301.55
ORD000442,2025-01-23,PROD002,WH001,527,316,415079.51
ORD000443,2025-01-23,PROD003,WH002,16,16,127655.75
ORD000444,2025-01-23,PROD004,WH002,14,14,59552.63
ORD000445,2025-01-23,PROD005,WH003,25,25,40998.05
ORD000446,2025-01-23,PROD006,WH003,7,7,164069.84
ORD000447,2025-01-23,PROD007,WH003,21,21,49141.92
ORD000448,2025-01-23,PROD008,WH003,37,37,24251.12
