date,product_id,warehouse_id,opening_stock,receipts,demand,closing_stock,stockout_units
2025-01-08,PROD003,WH002,273,0,20,253,0
2025-01-08,PROD004,WH002,57,139,16,180,0
2025-01-08,PROD005,WH003,273,0,18,255,0
2025-01-08,PROD006,WH003,208,0,8,200,0
2025-01-08,PROD007,WH003,106,0,12,94,0
2025-01-08,PROD008,WH003,210,0,24,186,0
2025-01-08,PROD009,WH004,205,0,21,184,0
2025-01-08,PROD010,WH001,406,0,52,354,0
2025-01-08,PROD011,WH001,454,0,83,371,0
2025-01-08,PROD012,WH001,174,0,25,149,0
2025-01-08,PROD013,WH004,774,0,134,640,0
2025-01-08,PROD014,WH004,248,0,71,177,0
2025-01-08,PROD015,WH004,196,0,38,158,0
2025-01-08,PROD016,WH004,93,0,27,66,0
2025-01-08,PROD017,WH003,269,0,43,226,0
2025-01-08,PROD018,WH003,273,0,51,222,0
2025-01-08,PROD019,WH001,360,0,6,354,0
2025-01-08,PROD020,WH001,285,0,16,269,0
2025-01-09,PROD001,WH001,130,0,8,122,0
2025-01-09,PROD002,WH001,400,0,5,395,0
2025-01-09,PROD003,WH002,253,0,1,252,0
2025-01-09,PROD004,WH002,180,0,18,162,0
2025-01-09,PROD005,WH003,255,0,21,234,0
2025-01-09,PROD006,WH003,200,0,16,184,0
2025-01-09,PROD007,WH003,94,0,19,75,0
2025-01-09,PROD008,WH003,186,0,36,150,0
2025-01-09,PROD009,WH004,184,0,37,147,0
2025-01-09,PROD010,WH001,354,0,39,315,0
2025-01-09,PROD011,WH001,371,0,103,268,0
2025-01-09,PROD012,WH001,149,0,26,123,0
2025-01-09,PROD013,WH004,640,0,61,579,0
2025-01-09,PROD014,WH004,177,614,104,687,0
2025-01-09,PROD015,WH004,158,0,16,142,0
2025-01-09,PROD016,WH004,66,0,27,39,0
2025-01-09,PROD017,WH003,226,0,40,186,0
2025-01-09,PROD018,WH003,222,0,44,178,0
2025-01-09,PROD019,WH001,354,0,7,347,0
2025-01-09,PROD020,WH001,269,0,8,261,0
2025-01-10,PROD001,WH001,122,0,5,117,0
2025-01-10,PROD002,WH001,395,0,4,391,0
2025-01-10,PROD003,WH002,252,0,19,233,0
2025-01-10,PROD004,WH002,162,0,14,148,0
2025-01-10,PROD005,WH003,234,0,25,209,0
2025-01-10,PROD006,WH003,184,0,10,174,0
2025-01-10,PROD007,WH003,75,0,16,59,0
2025-01-10,PROD008,WH003,150,0,30,120,0
2025-01-10,PROD009,WH004,147,0,31,116,0
2025-01-10,PROD010,WH001,315,0,55,260,0
2025-01-10,PROD011,WH001,268,0,90,178,0
2025-01-10,PROD012,WH001,123,0,26,97,0
2025-01-10,PROD013,WH004,579,0,45,534,0
2025-01-10,PROD014,WH004,687,0,72,615,0
2025-01-10,PROD015,WH004,142,0,45,97,0
2025-01-10,PROD016,WH004,39,189,26,202,0
2025-01-10,PROD017,WH003,186,0,39,147,0
2025-01-10,PROD018,WH003,178,0,30,148,0
2025-01-10,PROD019,WH001,347,0,7,340,0
2025-01-10,PROD020,WH001,261,0,5,256,0
2025-01-11,PROD001,WH001,117,0,13,104,0
2025-01-11,PROD002,WH001,391,0,6,385,0
2025-01-11,PROD003,WH002,233,0,17,216,0
2025-01-11,PROD004,WH002,148,0,24,124,0
2025-01-11,PROD005,WH003,209,0,29,180,0
2025-01-11,PROD006,WH003,174,0,7,167,0
2025-01-11,PROD007,WH003,59,0,21,38,0
2025-01-11,PROD008,WH003,120,0,30,90,0
2025-01-11,PROD009,WH004,116,0,52,64,0
2025-01-11,PROD010,WH001,260,0,67,193,0
2025-01-11,PROD011,WH001,178,387,111,454,0
2025-01-11,PROD012,WH001,97,0,21,76,0
2025-01-11,PROD013,WH004,534,0,87,447,0
2025-01-11,PROD014,WH004,615,0,82,533,0
2025-01-11,PROD015,WH004,97,0,33,64,0
2025-01-11,PROD016,WH004,202,0,23,179,0
2025-01-11,PROD017,WH003,147,0,47,100,0
2025-01-11,PROD018,WH003,148,0,37,111,0
2025-01-11,PROD019,WH001,340,0,9,331,0
2025-01-11,PROD020,WH001,256,0,12,244,0
2025-01-12,PROD001,WH001,104,0,5,99,0
2025-01-12,PROD002,WH001,385,0,3,382,0
2025-01-12,PROD003,WH002,216,0,7,209,0
2025-01-12,PROD004,WH002,124,0,16,108,0
2025-01-12,PROD005,WH003,180,0,35,145,0
2025-01-12,PROD006,WH003,167,0,9,158,0
2025-01-12,PROD007,WH003,38,154,15,177,0
2025-01-12,PROD008,WH003,90,0,32,58,0
2025-01-12,PROD009,WH004,64,280,15,329,0
2025-01-12,PROD010,WH001,193,0,52,141,0
2025-01-12,PROD011,WH001,454,0,141,313,0
2025-01-12,PROD012,WH001,76,0,22,54,0
2025-01-12,PROD013,WH004,447,0,129,318,0
2025-01-12,PROD014,WH004,533,0,87,446,0
2025-01-12,PROD015,WH004,64,170,36,198,0
2025-01-12,PROD016,WH004,179,0,12,167,0
2025-01-12,PROD017,WH003,100,358,31,427,0
2025-01-12,PROD018,WH003,111,0,36,75,0
2025-01-12,PROD019,WH001,331,0,6,325,0
2025-01-12,PROD020,WH001,244,0,11,233,0
2025-01-13,PROD001,WH001,99,0,7,92,0
2025-01-13,PROD002,WH001,382,0,5,377,0
2025-01-13,PROD003,WH002,209,0,11,198,0
2025-01-13,PROD004,WH002,108,0,16,92,0
2025-01-13,PROD005,WH003,145,0,27,118,0
2025-01-13,PROD006,WH003,158,0,13,145,0
2025-01-13,PROD007,WH003,177,0,10,167,0
2025-01-13,PROD008,WH003,58,286,13,331,0
2025-01-13,PROD009,WH004,329,0,36,293,0
2025-01-13,PROD010,WH001,141,0,48,93,0
2025-01-13,PROD011,WH001,313,0,58,255,0
2025-01-13,PROD012,WH001,54,194,20,228,0
2025-01-13,PROD013,WH004,318,0,66,252,0
2025-01-13,PROD014,WH004,446,0,82,364,0
2025-01-13,PROD015,WH004,198,0,25,173,0
2025-01-13,PROD016,WH004,167,0,25,142,0
2025-01-13,PROD017,WH003,427,0,23,404,0
2025-01-13,PROD018,WH003,75,259,41,293,0
2025-01-13,PROD019,WH001,325,0,7,318,0
2025-01-13,PROD020,WH001,233,0,12,221,0
2025-01-14,PROD001,WH001,92,0,8,84,0
2025-01-14,PROD002,WH001,377,0,7,370,0
2025-01-14,PROD003,WH002,198,0,19,179,0
2025-01-14,PROD004,WH002,92,0,9,83,0
2025-01-14,PROD005,WH003,118,0,30,88,0
2025-01-14,PROD006,WH003,145,0,5,140,0
2025-01-14,PROD007,WH003,167,0,18,149,0
2025-01-14,PROD008,WH003,331,0,30,301,0
2025-01-14,PROD009,WH004,293,0,20,273,0
2025-01-14,PROD010,WH001,93,415,34,474,0
2025-01-14,PROD011,WH001,255,0,75,180,0
2025-01-14,PROD012,WH001,228,0,30,198,0
2025-01-14,PROD013,WH004,252,915,132,1035,0
2025-01-14,PROD014,WH004,364,0,101,263,0
2025-01-14,PROD015,WH004,173,0,27,146,0
2025-01-14,PROD016,WH004,142,0,22,120,0
2025-01-14,PROD017,WH003,404,0,39,365,0
2025-01-14,PROD018,WH003,293,0,37,256,0
2025-01-14,PROD019,WH001,318,0,6,312,0
2025-01-14,PROD020,WH001,221,0,16,205,0
2025-01-15,PROD001,WH001,84,0,8,76,0
2025-01-15,PROD002,WH001,370,0,6,364,0
2025-01-15,PROD003,WH002,179,0,12,167,0
2025-01-15,PROD004,WH002,83,0,19,64,0
2025-01-15,PROD005,WH003,88,0,22,66,0
2025-01-15,PROD006,WH003,140,0,8,132,0
2025-01-15,PROD007,WH003,149,0,30,119,0
2025-01-15,PROD008,WH003,301,0,28,273,0
2025-01-15,PROD009,WH004,273,0,38,235,0
2025-01-15,PROD010,WH001,474,0,43,431,0
2025-01-15,PROD011,WH001,180,602,66,716,0
2025-01-15,PROD012,WH001,198,0,32,166,0
2025-01-15,PROD013,WH004,1035,0,56,979,0
2025-01-15,PROD014,WH004,263,0,77,186,0
2025-01-15,PROD015,WH004,146,0,26,120,0
2025-01-15,PROD016,WH004,120,0,31,89,0
2025-01-15,PROD017,WH003,365,0,30,335,0
2025-01-15,PROD018,WH003,256,0,82,174,0
2025-01-15,PROD019,WH001,312,0,9,303,0
2025-01-15,PROD020,WH001,205,0,10,195,0
2025-01-16,PROD001,WH001,76,0,9,67,0
2025-01-16,PROD002,WH001,364,0,7,357,0
2025-01-16,PROD003,WH002,167,0,16,151,0
2025-01-16,PROD004,WH002,64,0,23,41,0
2025-01-16,PROD005,WH003,66,140,17,189,0
2025-01-16,PROD006,WH003,132,0,16,116,0
2025-01-16,PROD007,WH003,119,0,24,95,0
2025-01-16,PROD008,WH003,273,0,27,246,0
2025-01-16,PROD009,WH004,235,0,46,189,0
2025-01-16,PROD010,WH001,431,0,59,372,0
2025-01-16,PROD011,WH001,716,0,25,691,0
2025-01-16,PROD012,WH001,166,0,33,133,0
2025-01-16,PROD013,WH004,979,0,130,849,0
2025-01-16,PROD014,WH004,186,567,96,657,0
2025-01-16,PROD015,WH004,120,0,26,94,0
2025-01-16,PROD016,WH004,89,0,21,68,0
2025-01-16,PROD017,WH003,335,0,65,270,0
2025-01-16,PROD018,WH003,174,0,29,145,0
2025-01-16,PROD019,WH001,303,0,16,287,0
2025-01-16,PROD020,WH001,195,0,12,183,0
2025-01-17,PROD001,WH001,67,0,9,58,0
2025-01-17,PROD002,WH001,357,0,12,345,0
2025-01-17,PROD003,WH002,151,0,11,140,0
2025-01-17,PROD004,WH002,41,158,18,181,0
2025-01-17,PROD005,WH003,189,0,26,163,0
2025-01-17,PROD006,WH003,116,0,12,104,0
2025-01-17,PROD007,WH003,95,0,23,72,0
2025-01-17,PROD008,WH003,246,0,27,219,0
2025-01-17,PROD009,WH004,189,0,31,158,0
2025-01-17,PROD010,WH001,372,0,43,329,0
2025-01-17,PROD011,WH001,691,0,71,620,0
2025-01-17,PROD012,WH001,133,0,15,118,0
2025-01-17,PROD013,WH004,849,0,104,745,0
2025-01-17,PROD014,WH004,657,0,79,578,0
2025-01-17,PROD015,WH004,94,0,29,65,0
2025-01-17,PROD016,WH004,68,0,25,43,0
2025-01-17,PROD017,WH003,270,0,45,225,0
2025-01-17,PROD018,WH003,145,0,254,0,109
2025-01-17,PROD019,WH001,287,0,8,279,0
2025-01-17,PROD020,WH001,183,0,10,173,0
2025-01-18,PROD001,WH001,58,0,9,49,0
2025-01-18,PROD002,WH001,345,0,6,339,0
2025-01-18,PROD003,WH002,140,0,15,125,0
2025-01-18,PROD004,WH002,181,0,28,153,0
2025-01-18,PROD005,WH003,163,0,17,146,0
2025-01-18,PROD006,WH003,104,0,8,96,0
2025-01-18,PROD007,WH003,72,0,33,39,0
2025-01-18,PROD008,WH003,219,0,29,190,0
2025-01-18,PROD009,WH004,158,0,27,131,0
2025-01-18,PROD010,WH001,329,0,54,275,0
2025-01-18,PROD011,WH001,620,0,97,523,0
2025-01-18,PROD012,WH001,118,0,19,99,0
2025-01-18,PROD013,WH004,745,0,98,647,0
2025-01-18,PROD014,WH004,578,0,73,505,0
2025-01-18,PROD015,WH004,65,292,25,332,0
2025-01-18,PROD016,WH004,43,170,22,191,0
2025-01-18,PROD017,WH003,225,0,34,191,0
2025-01-18,PROD018,WH003,0,186,51,135,0
2025-01-18,PROD019,WH001,279,0,370,0,91
2025-01-18,PROD020,WH001,173,0,10,163,0
2025-01-19,PROD001,WH001,49,0,10,39,0
2025-01-19,PROD002,WH001,339,0,6,333,0
2025-01-19,PROD003,WH002,125,0,16,109,0
2025-01-19,PROD004,WH002,153,0,21,132,0
2025-01-19,PROD005,WH003,146,0,18,128,0
2025-01-19,PROD006,WH003,96,0,7,89,0
2025-01-19,PROD007,WH003,39,138,20,157,0
2025-01-19,PROD008,WH003,190,0,42,148,0
2025-01-19,PROD009,WH004,131,0,240,0,109
2025-01-19,PROD010,WH001,275,0,31,244,0
2025-01-19,PROD011,WH001,523,0,98,425,0
2025-01-19,PROD012,WH001,99,0,34,65,0
2025-01-19,PROD013,WH004,647,0,66,581,0
2025-01-19,PROD014,WH004,505,0,103,402,0
2025-01-19,PROD015,WH004,332,0,44,288,0
2025-01-19,PROD016,WH004,191,0,18,173,0
2025-01-19,PROD017,WH003,191,0,42,149,0
2025-01-19,PROD018,WH003,135,0,39,96,0
2025-01-19,PROD019,WH001,0,53,7,46,0
2025-01-19,PROD020,WH001,163,0,10,153,0
2025-01-20,PROD001,WH001,39,0,10,29,0
2025-01-20,PROD002,WH001,333,0,6,327,0
2025-01-20,PROD003,WH002,109,0,27,82,0
2025-01-20,PROD004,WH002,132,0,22,110,0
2025-01-20,PROD005,WH003,128,0,26,102,0
2025-01-20,PROD006,WH003,89,0,12,77,0
2025-01-20,PROD007,WH003,157,0,18,139,0
2025-01-20,PROD008,WH003,148,0,33,115,0
2025-01-20,PROD009,WH004,0,259,53,206,0
2025-01-20,PROD010,WH001,244,0,58,186,0
2025-01-20,PROD011,WH001,425,0,81,344,0
2025-01-20,PROD012,WH001,65,166,34,197,0
2025-01-20,PROD013,WH004,581,0,114,467,0
2025-01-20,PROD014,WH004,402,0,87,315,0
2025-01-20,PROD015,WH004,288,0,20,268,0
2025-01-20,PROD016,WH004,173,0,25,148,0
2025-01-20,PROD017,WH003,149,0,35,114,0
2025-01-20,PROD018,WH003,96,343,22,417,0
2025-01-20,PROD019,WH001,46,0,8,38,0
2025-01-20,PROD020,WH001,153,0,15,138,0
2025-01-21,PROD001,WH001,29,0,19,10,0
2025-01-21,PROD002,WH001,327,0,6,321,0
2025-01-21,PROD003,WH002,82,0,17,65,0
2025-01-21,PROD004,WH002,110,0,25,85,0
2025-01-21,PROD005,WH003,102,0,32,70,0
2025-01-21,PROD006,WH003,77,0,9,68,0
2025-01-21,PROD007,WH003,139,0,11,128,0
2025-01-21,PROD008,WH003,115,0,40,75,0
2025-01-21,PROD009,WH004,206,0,33,173,0
2025-01-21,PROD010,WH001,186,0,35,151,0
2025-01-21,PROD011,WH001,344,0,46,298,0
2025-01-21,PROD012,WH001,197,0,46,151,0
2025-01-21,PROD013,WH004,467,0,59,408,0
2025-01-21,PROD014,WH004,315,0,110,205,0
2025-01-21,PROD015,WH004,268,0,25,243,0
2025-01-21,PROD016,WH004,148,0,10,138,0
2025-01-21,PROD017,WH003,114,271,27,358,0
2025-01-21,PROD018,WH003,417,0,21,396,0
2025-01-21,PROD019,WH001,38,0,10,28,0
2025-01-21,PROD020,WH001,138,0,16,122,0
2025-01-22,PROD001,WH001,10,65,7,68,0
2025-01-22,PROD002,WH001,321,0,5,316,0
2025-01-22,PROD003,WH002,65,0,15,50,0
2025-01-22,PROD004,WH002,85,0,15,70,0
2025-01-22,PROD005,WH003,70,190,25,235,0
2025-01-22,PROD006,WH003,68,0,11,57,0
2025-01-22,PROD007,WH003,128,0,18,110,0
2025-01-22,PROD008,WH003,75,173,30,218,0
2025-01-22,PROD009,WH004,173,0,34,139,0
2025-01-22,PROD010,WH001,151,0,44,107,0
2025-01-22,PROD011,WH001,298,0,73,225,0
2025-01-22,PROD012,WH001,151,0,23,128,0
2025-01-22,PROD013,WH004,408,0,120,288,0
2025-01-22,PROD014,WH004,205,527,116,616,0
2025-01-22,PROD015,WH004,243,0,28,215,0
2025-01-22,PROD016,WH004,138,0,17,121,0
2025-01-22,PROD017,WH003,358,0,49,309,0
2025-01-22,PROD018,WH003,396,0,33,363,0
2025-01-22,PROD019,WH001,28,0,9,19,0
2025-01-22,PROD020,WH001,122,0,7,115,0
2025-01-23,PROD001,WH001,68,0,9,59,0
2025-01-23,PROD002,WH001,316,0,527,0,211
2025-01-23,PROD003,WH002,50,0,16,34,0
2025-01-23,PROD004,WH002,70,0,14,56,0
2025-01-23,PROD005,WH003,235,0,25,210,0
2025-01-23,PROD006,WH003,57,0,7,50,0
2025-01-23,PROD007,WH003,110,0,21,89,0
2025-01-23,PROD008,WH003,218,0,37,181,0
2025-01-23,PROD009,WH004,139,0,24,115,0
2025-01-23,PROD010,WH001,107,262,62,307,0
2025-01-23,PROD011,WH001,225,0,105,120,0
2025-01-23,PROD012,WH001,128,0,26,102,0
2025-01-23,PROD013,WH004,288,911,82,1117,0
2025-01-23,PROD014,WH004,616,0,111,505,0
2025-01-23,PROD015,WH004,215,0,25,190,0
2025-01-23,PROD016,WH004,121,0,22,99,0
2025-01-23,PROD017,WH003,309,0,31,278,0
2025-01-23,PROD018,WH003,363,0,33,330,0
2025-01-23,PROD019,WH001,19,65,13,71,0
2025-01-23,PROD020,WH001,115,0,13,102,0
2025-01-24,PROD001,WH001,59,0,8,51,0
2025-01-24,PROD002,WH001,0,55,8,47,0
2025-01-24,PROD003,WH002,34,106,17,123,0
2025-01-24,PROD004,WH002,56,186,23,219,0
2025-01-24,PROD005,WH003,210,0,16,194,0
2025-01-24,PROD006,WH003,50,0,10,40,0
2025-01-24,PROD007,WH003,89,0,21,68,0
2025-01-24,PROD008,WH003,181,0,19,162,0
2025-01-24,PROD009,WH004,115,0,29,86,0
2025-01-24,PROD010,WH001,307,0,99,208,0
2025-01-24,PROD011,WH001,120,666,76,710,0
2025-01-24,PROD012,WH001,102,0,32,70,0
2025-01-24,PROD013,WH004,1117,0,59,1058,0
2025-01-24,PROD014,WH004,505,0,111,394,0
2025-01-24,PROD015,WH004,190,0,33,157,0
2025-01-24,PROD016,WH004,99,0,24,75,0
2025-01-24,PROD017,WH003,278,0,29,249,0
2025-01-24,PROD018,WH003,330,0,41,289,0
2025-01-24,PROD019,WH001,71,0,4,67,0
2025-01-24,PROD020,WH001,102,0,10,92,0
2025-01-25,PROD001,WH001,51,0,6,45,0
2025-01-25,PROD002,WH001,47,0,67,0,20
2025-01-25,PROD003,WH002,123,0,14,109,0
2025-01-25,PROD004,WH002,219,0,21,198,0
2025-01-25,PROD005,WH003,194,0,30,164,0
2025-01-25,PROD006,WH003,40,0,11,29,0
2025-01-25,PROD007,WH003,68,0,19,49,0
2025-01-25,PROD008,WH003,162,0,32,130,0
2025-01-25,PROD009,WH004,86,241,32,295,0
2025-01-25,PROD010,WH001,208,0,40,168,0
2025-01-25,PROD011,WH001,710,0,60,650,0
2025-01-25,PROD012,WH001,70,223,30,263,0
2025-01-25,PROD013,WH004,1058,0,50,1008,0
2025-01-25,PROD014,WH004,394,0,104,290,0
2025-01-25,PROD015,WH004,157,0,32,125,0
2025-01-25,PROD016,WH004,75,0,30,45,0
2025-01-25,PROD017,WH003,249,0,35,214,0
2025-01-25,PROD018,WH003,289,0,30,259,0
2025-01-25,PROD019,WH001,67,0,4,63,0
2025-01-25,PROD020,WH001,92,0,11,81,0
2025-01-26,PROD001,WH001,45,0,8,37,0
2025-01-26,PROD002,WH001,0,44,5,39,0
2025-01-26,PROD003,WH002,109,0,14,95,0
2025-01-26,PROD004,WH002,198,0,19,179,0
2025-01-26,PROD005,WH003,164,0,199,0,35
2025-01-26,PROD006,WH003,29,68,11,86,0
2025-01-26,PROD007,WH003,49,133,12,170,0
2025-01-26,PROD008,WH003,130,0,32,98,0
2025-01-26,PROD009,WH004,295,0,24,271,0
2025-01-26,PROD010,WH001,168,0,42,126,0
2025-01-26,PROD011,WH001,650,0,86,564,0
2025-01-26,PROD012,WH001,263,0,34,229,0
2025-01-26,PROD013,WH004,1008,0,112,896,0
2025-01-26,PROD014,WH004,290,0,59,231,0
2025-01-26,PROD015,WH004,125,0,20,105,0
2025-01-26,PROD016,WH004,45,138,26,157,0
2025-01-26,PROD017,WH003,214,0,34,180,0
2025-01-26,PROD018,WH003,259,0,31,228,0
2025-01-26,PROD019,WH001,63,0,8,55,0
2025-01-26,PROD020,WH001,81,0,8,73,0
2025-01-27,PROD001,WH001,37,0,5,32,0
2025-01-27,PROD002,WH001,39,0,4,35,0
2025-01-27,PROD003,WH002,95,0,17,78,0
2025-01-27,PROD004,WH002,179,0,13,166,0
2025-01-27,PROD005,WH003,0,226,26,200,0
2025-01-27,PROD006,WH003,86,0,8,78,0
2025-01-27,PROD007,WH003,170,0,21,149,0
2025-01-27,PROD008,WH003,98,0,24,74,0
2025-01-27,PROD009,WH004,271,0,38,233,0
2025-01-27,PROD010,WH001,126,447,42,531,0
2025-01-27,PROD011,WH001,564,0,83,481,0
2025-01-27,PROD012,WH001,229,0,48,181,0
2025-01-27,PROD013,WH004,896,0,80,816,0
2025-01-27,PROD014,WH004,231,713,34,910,0
2025-01-27,PROD015,WH004,105,0,39,66,0
